,ALL,WMO ID,NAME,LON,NOMINAL SAMPLING INTERVAL,ELEVATION,STATE,LAT,N HOURS OFFSET FROM GMT,ID,NYEARS,START,END,nyearsg,mev_10,gev_10,mev_20,gev_20,mev_50,gev_50,mev_100,gev_100
89,USC00035200  34.9553  -93.1594  146.3 AR NIMROD DAM                                                                                15    -6,     ,NIMROD DAM                                                                       ,-93.1594,15,146.3,AR,34.9553,-6,USC00035200,70.0,1948.0,2017.0,48,131.76607067672077,119.6605825457472,154.82287168847603,138.45180017567066,187.8677877509615,165.1957614599152,215.28419324288305,187.19496680284533
90,USC00035228  36.2494  -92.2383  129.5 AR NORFORK DAM                                                                               15    -6,     ,NORFORK DAM                                                                      ,-92.2383,15,129.5,AR,36.2494,-6,USC00035228,70.0,1948.0,2017.0,52,120.13406314002901,112.52646117202868,141.43195230070964,125.42538650673674,171.57476938374396,141.25190802617416,196.219110395262,152.50025543374602
91,USW00003952  34.8353  -92.2596  171.6 AR NORTH LITTLE ROCK WFO                                                             72340   15    -6,72340,NORTH LITTLE ROCK WFO                                                            ,-92.2596,15,171.6,AR,34.8353,-6,USW00003952,42.0,1976.0,2017.0,41,144.1711669745421,121.26754759824807,170.2744812489439,140.893069363698,207.2704916732031,169.60600523477166,237.35707602750585,193.87058863408964
92,USC00035602  35.9547  -93.2405  274.3 AR PARTHENON                                                                                 15    -6,     ,PARTHENON                                                                        ,-93.2405,15,274.3,AR,35.9547,-6,USC00035602,68.0,1948.0,2015.0,39,121.64424227828448,110.83923988848278,142.99300960859492,128.86271091434676,173.01173572253023,154.58167837372304,197.23368147932038,175.79234853273752
93,USC00035754  34.2255  -92.0185   70.1 AR PINE BLUFF                                                                                15    -6,     ,PINE BLUFF                                                                       ,-92.0185,15,70.1,AR,34.2255,-6,USC00035754,65.0,1953.0,2017.0,41,143.7456854899674,127.16225167686213,168.19934060159508,143.7906659468414,202.28268656223167,165.56681911177233,229.80057341108073,182.0737014554208
94,USC00035908  33.8204  -93.3879   93.9 AR PRESCOTT 2 NNW                                                                            15    -6,     ,PRESCOTT 2 NNW                                                                   ,-93.3879,15,93.9,AR,33.8204,-6,USC00035908,36.0,1982.0,2017.0,17,156.56224040815886,152.498242043905,187.27927470754128,189.78947158146605,230.54974267799818,250.66291477078573,265.3766962731973,307.880144784851
95,USC00036393  35.8236  -93.7672  423.7 AR ST. PAUL 1 E                                                                              15    -6,     ,ST. PAUL 1 E                                                                     ,-93.7672,15,423.7,AR,35.8236,-6,USC00036393,30.0,1988.0,2017.0,15,147.29073408820037,134.91250833483952,174.1369200261212,159.94937667965672,212.02481756023434,197.31855814521097,242.78694912358364,229.51970762713566
98,USC00036920  34.4744  -91.4172   60.4 AR STUTTGART 9 ESE                                                                           15    -6,     ,STUTTGART 9 ESE                                                                  ,-91.4172,15,60.4,AR,34.4744,-6,USC00036920,70.0,1948.0,2017.0,55,130.29727622974187,110.2742048960447,151.7259457381539,125.43964190289819,181.3571630505205,146.6661792502495,205.0471333494728,163.8438387637672
99,USC00037488  34.9229  -94.0944  218.2 AR WALDRON                                                                                   15    -6,     ,WALDRON                                                                          ,-94.0944,15,218.2,AR,34.9229,-6,USC00037488,68.0,1948.0,2017.0,49,136.95796958083014,128.1658931071094,160.40103836912428,147.45732048155895,193.38494478845354,174.6215431200308,220.26395911054328,196.73404970341232
100,USC00038052  35.2547  -90.7965   79.2 AR WYNNE                                                                                     15    -6,     ,WYNNE                                                                            ,-90.7965,15,79.2,AR,35.2547,-6,USC00038052,39.0,1979.0,2017.0,19,135.59298543971678,112.3879590829491,160.53284598299135,124.54359163000257,198.51641071402935,140.99241896295598,231.79666600591042,153.86970521123317
101,USC00040161  41.4901 -120.5437 1334.4 CA ALTURAS                                                                                   15    -8,     ,ALTURAS                                                                          ,-120.5437,15,1334.4,CA,41.4901,-8,USC00040161,70.0,1948.0,2017.0,60,30.55971838400663,34.11616945931812,36.349572796631094,38.711942578430005,45.14206696027095,44.66814494970182,52.9229380421272,49.13699330806517
102,USC00040212  38.5730 -122.4405  522.7 CA ANGWIN PAC UNION COL                                                                      15    -8,     ,ANGWIN PAC UNION COL                                                             ,-122.4405,15,522.7,CA,38.573,-8,USC00040212,51.0,1967.0,2017.0,24,141.86468552314827,123.60678622414505,167.8097263524918,134.6090189152665,204.12113648075456,146.1505859237758,233.545773283834,153.16526325841602
103,USC00040321  35.1844 -120.3980  282.5 CA ARROYO GRANDE 11 ENE                                                                      15    -8,     ,ARROYO GRANDE 11 ENE                                                             ,-120.398,15,282.5,CA,35.1844,-8,USC00040321,24.0,1994.0,2017.0,11,102.40689443940256,94.0169681489283,122.4884197607074,109.43916332600661,149.80334890252087,128.8482632770878,171.39666324854852,142.99419635136843
104,USC00040322  36.2356 -121.4800  286.5 CA ARROYO SECO                                                                               15    -8,     ,ARROYO SECO                                                                      ,-121.48,15,286.5,CA,36.2356,-8,USC00040322,69.0,1948.0,2017.0,48,126.47119589845576,112.76013712099036,154.62120140965635,133.01578730271584,196.17783942770075,160.24725206756256,231.9233644833743,181.42965559211277
105,USC00040449  36.9092 -119.0883  528.8 CA BALCH POWER HOUSE                                                                         15    -8,     ,BALCH POWER HOUSE                                                                ,-119.0883,15,528.8,CA,36.9092,-8,USC00040449,68.0,1950.0,2017.0,44,115.94170205292437,102.2531752411458,141.35308664090158,118.80027779010769,179.73692737866577,141.4057982559356,213.04431754579784,159.2693158642602
106,USC00040546  40.3983 -122.1452  128.0 CA BATTLE CREEK ADR                                                                          15    -8,     ,BATTLE CREEK ADR                                                                 ,-122.1452,15,128.0,CA,40.3983,-8,USC00040546,47.0,1971.0,2017.0,23,78.31529386834161,73.1721252359103,91.9250289066346,87.96543045107964,110.58445088866898,110.48316192895788,125.45256930321845,130.2611762019182
107,USC00040731  41.1208 -121.1347 1257.3 CA BIEBER                                                                                    15    -8,     ,BIEBER                                                                           ,-121.1347,15,1257.3,CA,41.1208,-8,USC00040731,70.0,1948.0,2017.0,31,45.52293124441168,44.69000273836106,53.450666547367646,53.84618559059946,64.20738254238915,67.96589057123616,72.64012034481112,80.52555063587491
108,USC00040742  34.2414 -116.9751 2077.2 CA BIG BEAR LAKE DAM                                                                         15    -8,     ,BIG BEAR LAKE DAM                                                                ,-116.9751,15,2077.2,CA,34.2414,-8,USC00040742,67.0,1948.0,2017.0,34,182.06885975968544,153.85841185181928,242.43950823292607,192.31304258255938,335.5751990563682,251.96719287474195,414.59120489965346,305.33750283366794
109,USC00040790  36.2472 -121.7802   61.0 CA BIG SUR STATION                                                                           15    -8,     ,BIG SUR STATION                                                                  ,-121.7802,15,61.0,CA,36.2472,-8,USC00040790,22.0,1996.0,2017.0,11,168.81339036147426,180.83349988379757,203.054786783363,231.4521706726262,251.13501370147122,310.2972043156253,290.1467408544894,381.11679138913394
110,USC00040883  38.9091 -120.6677 1345.4 CA BLODGETT EXPER FOREST                                                                     15    -8,     ,BLODGETT EXPER FOREST                                                            ,-120.6677,15,1345.4,CA,38.9091,-8,USC00040883,49.0,1969.0,2017.0,28,156.86718054059367,142.78992945614553,182.11098730537017,165.13172778375338,216.91363144020116,196.13004749029773,244.5662473076612,221.00105474646207
111,USC00041005  37.1422 -122.1963  662.9 CA BOULDER CR LOCAT RCH                                                                      15    -8,     ,BOULDER CR LOCAT RCH                                                             ,-122.1963,15,662.9,CA,37.1422,-8,USC00041005,70.0,1948.0,2017.0,52,233.12175626682227,200.44412485204694,279.8348771189753,236.2347213931202,347.4177785494256,290.0028940035312,403.75554569089127,336.6293869285024
112,USC00041018  39.4539 -120.6556 1641.3 CA BOWMAN DAM                                                                                15    -8,     ,BOWMAN DAM                                                                       ,-120.6556,15,1641.3,CA,39.4539,-8,USC00041018,69.0,1948.0,2016.0,35,162.94309511830343,142.68636533210818,191.52748105419676,166.62285227100955,233.32699821674038,201.11503511963707,269.2760932088575,229.8342686400556
